         t              x              v
  0.000000      -0.052200       0.000000
  0.010000      -0.052147       0.010683
  0.020000      -0.051986       0.021341
  0.030000      -0.051720       0.031950
  0.040000      -0.051348       0.042486
  0.050000      -0.050871       0.052925
  0.060000      -0.050290       0.063242
  0.070000      -0.049606       0.073414
  0.080000      -0.048822       0.083418
  0.090000      -0.047938       0.093232
  0.100000      -0.046958       0.102834
  0.110000      -0.045883       0.112202
  0.120000      -0.044715       0.121316
  0.130000      -0.043457       0.130156
  0.140000      -0.042113       0.138702
  0.150000      -0.040684       0.146937
  0.160000      -0.039175       0.154844
  0.170000      -0.037588       0.162405
  0.180000      -0.035928       0.169605
  0.190000      -0.034198       0.176429
  0.200000      -0.032401       0.182865
  0.210000      -0.030542       0.188900
  0.220000      -0.028624       0.194522
  0.230000      -0.026653       0.199720
  0.240000      -0.024631       0.204487
  0.250000      -0.022564       0.208813
  0.260000      -0.020456       0.212691
  0.270000      -0.018312       0.216115
  0.280000      -0.016136       0.219080
  0.290000      -0.013932       0.221583
  0.300000      -0.011706       0.223621
  0.310000      -0.009461       0.225191
  0.320000      -0.007203       0.226293
  0.330000      -0.004937       0.226927
  0.340000      -0.002666       0.227095
  0.350000      -0.000396       0.226798
  0.360000       0.001868       0.226039
  0.370000       0.004123       0.224824
  0.380000       0.006363       0.223155
  0.390000       0.008584       0.221040
  0.400000       0.010782       0.218485
  0.410000       0.012953       0.215497
  0.420000       0.015091       0.212084
  0.430000       0.017193       0.208255
  0.440000       0.019255       0.204019
  0.450000       0.021272       0.199388
  0.460000       0.023241       0.194371
  0.470000       0.025158       0.188980
  0.480000       0.027020       0.183227
  0.490000       0.028822       0.177125
  0.500000       0.030561       0.170687
  0.510000       0.032234       0.163926
  0.520000       0.033838       0.156856
  0.530000       0.035370       0.149492
  0.540000       0.036827       0.141849
  0.550000       0.038206       0.133941
  0.560000       0.039505       0.125785
  0.570000       0.040721       0.117396
  0.580000       0.041853       0.108790
  0.590000       0.042897       0.099984
  0.600000       0.043852       0.090994
  0.610000       0.044716       0.081838
  0.620000       0.045488       0.072532
  0.630000       0.046166       0.063093
  0.640000       0.046749       0.053540
  0.650000       0.047237       0.043889
  0.660000       0.047627       0.034158
  0.670000       0.047919       0.024366
  0.680000       0.048114       0.014529
  0.690000       0.048210       0.004666
  0.700000       0.048207      -0.005205
  0.710000       0.048106      -0.015065
  0.720000       0.047906      -0.024890
  0.730000       0.047608      -0.034659
  0.740000       0.047213      -0.044348
  0.750000       0.046722      -0.053937
  0.760000       0.046135      -0.063403
  0.770000       0.045454      -0.072725
  0.780000       0.044681      -0.081882
  0.790000       0.043817      -0.090854
  0.800000       0.042865      -0.099622
  0.810000       0.041825      -0.108164
  0.820000       0.040702      -0.116464
  0.830000       0.039497      -0.124503
  0.840000       0.038213      -0.132264
  0.850000       0.036853      -0.139730
  0.860000       0.035419      -0.146886
  0.870000       0.033916      -0.153717
  0.880000       0.032346      -0.160209
  0.890000       0.030713      -0.166349
  0.900000       0.029020      -0.172125
  0.910000       0.027272      -0.177526
  0.920000       0.025471      -0.182542
  0.930000       0.023622      -0.187163
  0.940000       0.021729      -0.191381
  0.950000       0.019796      -0.195190
  0.960000       0.017827      -0.198582
  0.970000       0.015826      -0.201553
  0.980000       0.013797      -0.204099
  0.990000       0.011745      -0.206215
  1.000000       0.009674      -0.207899
  1.010000       0.007589      -0.209151
  1.020000       0.005493      -0.209970
  1.030000       0.003391      -0.210356
  1.040000       0.001287      -0.210311
  1.050000      -0.000814      -0.209836
  1.060000      -0.002908      -0.208935
  1.070000      -0.004991      -0.207612
  1.080000      -0.007059      -0.205872
  1.090000      -0.009107      -0.203719
  1.100000      -0.011132      -0.201161
  1.110000      -0.013129      -0.198205
  1.120000      -0.015095      -0.194857
  1.130000      -0.017025      -0.191127
  1.140000      -0.018916      -0.187023
  1.150000      -0.020764      -0.182556
  1.160000      -0.022566      -0.177735
  1.170000      -0.024318      -0.172571
  1.180000      -0.026016      -0.167076
  1.190000      -0.027658      -0.161261
  1.200000      -0.029241      -0.155139
  1.210000      -0.030760      -0.148722
  1.220000      -0.032214      -0.142024
  1.230000      -0.033600      -0.135058
  1.240000      -0.034914      -0.127839
  1.250000      -0.036156      -0.120379
  1.260000      -0.037321      -0.112696
  1.270000      -0.038409      -0.104802
  1.280000      -0.039417      -0.096713
  1.290000      -0.040343      -0.088446
  1.300000      -0.041185      -0.080015
  1.310000      -0.041942      -0.071436
  1.320000      -0.042613      -0.062725
  1.330000      -0.043197      -0.053899
  1.340000      -0.043691      -0.044974
  1.350000      -0.044096      -0.035967
  1.360000      -0.044410      -0.026894
  1.370000      -0.044633      -0.017771
  1.380000      -0.044765      -0.008616
  1.390000      -0.044806       0.000555
  1.400000      -0.044754       0.009724
  1.410000      -0.044611       0.018871
  1.420000      -0.044377       0.027975
  1.430000      -0.044052       0.037016
  1.440000      -0.043637       0.045973
  1.450000      -0.043133       0.054827
  1.460000      -0.042541       0.063557
  1.470000      -0.041862       0.072144
  1.480000      -0.041099       0.080568
  1.490000      -0.040252       0.088812
  1.500000      -0.039323       0.096857
  1.510000      -0.038315       0.104685
  1.520000      -0.037230       0.112280
  1.530000      -0.036070       0.119626
  1.540000      -0.034838       0.126706
  1.550000      -0.033537       0.133505
  1.560000      -0.032169       0.140011
  1.570000      -0.030738       0.146209
  1.580000      -0.029246       0.152086
  1.590000      -0.027697       0.157632
  1.600000      -0.026095       0.162835
  1.610000      -0.024442       0.167685
  1.620000      -0.022742       0.172174
  1.630000      -0.021000       0.176292
  1.640000      -0.019218       0.180034
  1.650000      -0.017400       0.183391
  1.660000      -0.015551       0.186360
  1.670000      -0.013674       0.188934
  1.680000      -0.011774       0.191112
  1.690000      -0.009853       0.192889
  1.700000      -0.007917       0.194264
  1.710000      -0.005969       0.195236
  1.720000      -0.004014       0.195805
  1.730000      -0.002055       0.195972
  1.740000      -0.000096       0.195737
  1.750000       0.001859       0.195104
  1.760000       0.003805       0.194075
  1.770000       0.005739       0.192655
  1.780000       0.007657       0.190848
  1.790000       0.009555       0.188659
  1.800000       0.011429       0.186094
  1.810000       0.013275       0.183161
  1.820000       0.015091       0.179866
  1.830000       0.016871       0.176218
  1.840000       0.018614       0.172225
  1.850000       0.020315       0.167896
  1.860000       0.021971       0.163242
  1.870000       0.023579       0.158272
  1.880000       0.025135       0.152998
  1.890000       0.026638       0.147430
  1.900000       0.028083       0.141580
  1.910000       0.029468       0.135460
  1.920000       0.030791       0.129083
  1.930000       0.032049       0.122462
  1.940000       0.033240       0.115609
  1.950000       0.034361       0.108539
  1.960000       0.035410       0.101265
  1.970000       0.036385       0.093802
  1.980000       0.037285       0.086163
  1.990000       0.038108       0.078364
  2.000000       0.038852       0.070419
  2.010000       0.039516       0.062343
  2.020000       0.040098       0.054152
  2.030000       0.040599       0.045860
  2.040000       0.041015       0.037483
  2.050000       0.041348       0.029038
  2.060000       0.041596       0.020538
  2.070000       0.041759       0.012001
  2.080000       0.041836       0.003441
  2.090000       0.041827      -0.005124
  2.100000       0.041733      -0.013678
  2.110000       0.041554      -0.022202
  2.120000       0.041290      -0.030675
  2.130000       0.040941      -0.039080
  2.140000       0.040508      -0.047396
  2.150000       0.039993      -0.055607
  2.160000       0.039397      -0.063693
  2.170000       0.038720      -0.071636
  2.180000       0.037964      -0.079420
  2.190000       0.037132      -0.087026
  2.200000       0.036224      -0.094439
  2.210000       0.035244      -0.101642
  2.220000       0.034192      -0.108620
  2.230000       0.033072      -0.115358
  2.240000       0.031886      -0.121842
  2.250000       0.030636      -0.128058
  2.260000       0.029326      -0.133994
  2.270000       0.027957      -0.139636
  2.280000       0.026534      -0.144975
  2.290000       0.025059      -0.150000
  2.300000       0.023535      -0.154700
  2.310000       0.021966      -0.159067
  2.320000       0.020355      -0.163092
  2.330000       0.018705      -0.166769
  2.340000       0.017021      -0.170090
  2.350000       0.015305      -0.173051
  2.360000       0.013561      -0.175646
  2.370000       0.011793      -0.177871
  2.380000       0.010005      -0.179724
  2.390000       0.008200      -0.181202
  2.400000       0.006382      -0.182303
  2.410000       0.004555      -0.183027
  2.420000       0.002723      -0.183375
  2.430000       0.000889      -0.183346
  2.440000      -0.000943      -0.182943
  2.450000      -0.002769      -0.182168
  2.460000      -0.004585      -0.181024
  2.470000      -0.006388      -0.179515
  2.480000      -0.008174      -0.177646
  2.490000      -0.009940      -0.175422
  2.500000      -0.011681      -0.172849
  2.510000      -0.013396      -0.169933
  2.520000      -0.015079      -0.166682
  2.530000      -0.016728      -0.163103
  2.540000      -0.018340      -0.159205
  2.550000      -0.019911      -0.154996
  2.560000      -0.021439      -0.150486
  2.570000      -0.022920      -0.145685
  2.580000      -0.024352      -0.140602
  2.590000      -0.025731      -0.135249
  2.600000      -0.027056      -0.129636
  2.610000      -0.028323      -0.123776
  2.620000      -0.029530      -0.117680
  2.630000      -0.030676      -0.111361
  2.640000      -0.031757      -0.104830
  2.650000      -0.032772      -0.098101
  2.660000      -0.033718      -0.091188
  2.670000      -0.034595      -0.084102
  2.680000      -0.035400      -0.076859
  2.690000      -0.036132      -0.069472
  2.700000      -0.036789      -0.061955
  2.710000      -0.037370      -0.054322
  2.720000      -0.037875      -0.046588
  2.730000      -0.038302      -0.038767
  2.740000      -0.038650      -0.030874
  2.750000      -0.038919      -0.022924
  2.760000      -0.039108      -0.014931
  2.770000      -0.039218      -0.006910
  2.780000      -0.039247       0.001123
  2.790000      -0.039195       0.009154
  2.800000      -0.039064       0.017164
  2.810000      -0.038852       0.025136
  2.820000      -0.038561       0.033052
  2.830000      -0.038191       0.040894
  2.840000      -0.037743       0.048644
  2.850000      -0.037219       0.056287
  2.860000      -0.036618       0.063803
  2.870000      -0.035943       0.071178
  2.880000      -0.035195       0.078395
  2.890000      -0.034376       0.085439
  2.900000      -0.033487       0.092293
  2.910000      -0.032531       0.098944
  2.920000      -0.031509       0.105376
  2.930000      -0.030424       0.111578
  2.940000      -0.029278       0.117535
  2.950000      -0.028074       0.123235
  2.960000      -0.026814       0.128666
  2.970000      -0.025502       0.133818
  2.980000      -0.024139       0.138681
  2.990000      -0.022729       0.143243
  3.000000      -0.021275       0.147498
  3.010000      -0.019780       0.151437
  3.020000      -0.018247       0.155052
  3.030000      -0.016680       0.158337
  3.040000      -0.015082       0.161286
  3.050000      -0.013456       0.163894
  3.060000      -0.011805       0.166157
  3.070000      -0.010134       0.168073
  3.080000      -0.008445       0.169637
  3.090000      -0.006742       0.170848
  3.100000      -0.005029       0.171705
  3.110000      -0.003309       0.172209
  3.120000      -0.001586       0.172358
  3.130000       0.000137       0.172154
  3.140000       0.001856       0.171600
  3.150000       0.003568       0.170698
  3.160000       0.005269       0.169450
  3.170000       0.006956       0.167861
  3.180000       0.008625       0.165936
  3.190000       0.010273       0.163679
  3.200000       0.011897       0.161097
  3.210000       0.013494       0.158195
  3.220000       0.015060       0.154981
  3.230000       0.016593       0.151462
  3.240000       0.018088       0.147646
  3.250000       0.019545       0.143542
  3.260000       0.020958       0.139158
  3.270000       0.022327       0.134504
  3.280000       0.023648       0.129591
  3.290000       0.024918       0.124427
  3.300000       0.026135       0.119024
  3.310000       0.027298       0.113394
  3.320000       0.028402       0.107546
  3.330000       0.029448       0.101494
  3.340000       0.030432       0.095248
  3.350000       0.031352       0.088822
  3.360000       0.032208       0.082228
  3.370000       0.032996       0.075479
  3.380000       0.033717       0.068587
  3.390000       0.034368       0.061566
  3.400000       0.034948       0.054429
  3.410000       0.035456       0.047191
  3.420000       0.035891       0.039863
  3.430000       0.036253       0.032462
  3.440000       0.036540       0.024999
  3.450000       0.036753       0.017490
  3.460000       0.036890       0.009948
  3.470000       0.036952       0.002387
  3.480000       0.036938      -0.005178
  3.490000       0.036848      -0.012731
  3.500000       0.036683      -0.020256
  3.510000       0.036443      -0.027736
  3.520000       0.036128      -0.035155
  3.530000       0.035740      -0.042495
  3.540000       0.035279      -0.049741
  3.550000       0.034746      -0.056876
  3.560000       0.034142      -0.063886
  3.570000       0.033468      -0.070754
  3.580000       0.032727      -0.077467
  3.590000       0.031920      -0.084008
  3.600000       0.031048      -0.090365
  3.610000       0.030113      -0.096523
  3.620000       0.029118      -0.102470
  3.630000       0.028064      -0.108193
  3.640000       0.026955      -0.113680
  3.650000       0.025792      -0.118920
  3.660000       0.024577      -0.123902
  3.670000       0.023315      -0.128616
  3.680000       0.022006      -0.133053
  3.690000       0.020654      -0.137205
  3.700000       0.019263      -0.141062
  3.710000       0.017834      -0.144618
  3.720000       0.016371      -0.147867
  3.730000       0.014878      -0.150802
  3.740000       0.013357      -0.153418
  3.750000       0.011811      -0.155712
  3.760000       0.010243      -0.157678
  3.770000       0.008658      -0.159316
  3.780000       0.007058      -0.160622
  3.790000       0.005447      -0.161594
  3.800000       0.003827      -0.162233
  3.810000       0.002203      -0.162538
  3.820000       0.000578      -0.162509
  3.830000      -0.001046      -0.162149
  3.840000      -0.002664      -0.161459
  3.850000      -0.004274      -0.160441
  3.860000      -0.005872      -0.159100
  3.870000      -0.007455      -0.157439
  3.880000      -0.009020      -0.155462
  3.890000      -0.010563      -0.153175
  3.900000      -0.012082      -0.150583
  3.910000      -0.013574      -0.147692
  3.920000      -0.015035      -0.144510
  3.930000      -0.016463      -0.141044
  3.940000      -0.017855      -0.137301
  3.950000      -0.019208      -0.133289
  3.960000      -0.020520      -0.129018
  3.970000      -0.021788      -0.124496
  3.980000      -0.023009      -0.119732
  3.990000      -0.024181      -0.114738
  4.000000      -0.025303      -0.109522
  4.010000      -0.026371      -0.104097
  4.020000      -0.027384      -0.098471
  4.030000      -0.028340      -0.092658
  4.040000      -0.029237      -0.086668
  4.050000      -0.030073      -0.080512
  4.060000      -0.030847      -0.074204
  4.070000      -0.031556      -0.067756
  4.080000      -0.032201      -0.061179
  4.090000      -0.032780      -0.054486
  4.100000      -0.033291      -0.047691
  4.110000      -0.033733      -0.040805
  4.120000      -0.034106      -0.033843
  4.130000      -0.034410      -0.026817
  4.140000      -0.034643      -0.019741
  4.150000      -0.034804      -0.012628
  4.160000      -0.034895      -0.005490
  4.170000      -0.034914       0.001657
  4.180000      -0.034862       0.008800
  4.190000      -0.034738       0.015924
  4.200000      -0.034544       0.023013
  4.210000      -0.034278       0.030051
  4.220000      -0.033943       0.037022
  4.230000      -0.033538       0.043912
  4.240000      -0.033065       0.050704
  4.250000      -0.032524       0.057385
  4.260000      -0.031918       0.063939
  4.270000      -0.031246       0.070352
  4.280000      -0.030511       0.076611
  4.290000      -0.029714       0.082702
  4.300000      -0.028858       0.088612
  4.310000      -0.027943       0.094328
  4.320000      -0.026972       0.099838
  4.330000      -0.025947       0.105132
  4.340000      -0.024870       0.110197
  4.350000      -0.023744       0.115024
  4.360000      -0.022570       0.119602
  4.370000      -0.021352       0.123924
  4.380000      -0.020093       0.127979
  4.390000      -0.018794       0.131760
  4.400000      -0.017458       0.135260
  4.410000      -0.016089       0.138473
  4.420000      -0.014690       0.141392
  4.430000      -0.013263       0.144013
  4.440000      -0.011811       0.146330
  4.450000      -0.010337       0.148340
  4.460000      -0.008845       0.150040
  4.470000      -0.007337       0.151428
  4.480000      -0.005817       0.152501
  4.490000      -0.004288       0.153258
  4.500000      -0.002753       0.153700
  4.510000      -0.001215       0.153826
  4.520000       0.000322       0.153637
  4.530000       0.001856       0.153135
  4.540000       0.003384       0.152322
  4.550000       0.004902       0.151201
  4.560000       0.006407       0.149775
  4.570000       0.007896       0.148048
  4.580000       0.009367       0.146024
  4.590000       0.010816       0.143709
  4.600000       0.012240       0.141108
  4.610000       0.013637       0.138227
  4.620000       0.015004       0.135073
  4.630000       0.016338       0.131654
  4.640000       0.017636       0.127976
  4.650000       0.018896       0.124047
  4.660000       0.020116       0.119877
  4.670000       0.021293       0.115473
  4.680000       0.022425       0.110845
  4.690000       0.023509       0.106003
  4.700000       0.024544       0.100956
  4.710000       0.025528       0.095715
  4.720000       0.026458       0.090290
  4.730000       0.027333       0.084692
  4.740000       0.028151       0.078932
  4.750000       0.028911       0.073021
  4.760000       0.029611       0.066972
  4.770000       0.030250       0.060794
  4.780000       0.030827       0.054502
  4.790000       0.031340       0.048106
  4.800000       0.031788       0.041619
  4.810000       0.032172       0.035053
  4.820000       0.032489       0.028421
  4.830000       0.032740       0.021735
  4.840000       0.032924       0.015008
  4.850000       0.033040       0.008253
  4.860000       0.033089       0.001482
  4.870000       0.033070      -0.005292
  4.880000       0.032983      -0.012053
  4.890000       0.032829      -0.018789
  4.900000       0.032607      -0.025482
  4.910000       0.032319      -0.032120
  4.920000       0.031965      -0.038686
  4.930000       0.031546      -0.045168
  4.940000       0.031062      -0.051550
  4.950000       0.030515      -0.057819
  4.960000       0.029906      -0.063961
  4.970000       0.029236      -0.069963
  4.980000       0.028507      -0.075812
  4.990000       0.027721      -0.081496
  5.000000       0.026878      -0.087002
  5.010000       0.025981      -0.092318
  5.020000       0.025032      -0.097434
  5.030000       0.024033      -0.102340
  5.040000       0.022986      -0.107024
  5.050000       0.021894      -0.111477
  5.060000       0.020758      -0.115691
  5.070000       0.019581      -0.119657
  5.080000       0.018365      -0.123367
  5.090000       0.017114      -0.126814
  5.100000       0.015830      -0.129991
  5.110000       0.014515      -0.132893
  5.120000       0.013173      -0.135515
  5.130000       0.011806      -0.137850
  5.140000       0.010417      -0.139897
  5.150000       0.009009      -0.141651
  5.160000       0.007585      -0.143110
  5.170000       0.006148      -0.144271
  5.180000       0.004701      -0.145133
  5.190000       0.003246      -0.145696
  5.200000       0.001788      -0.145960
  5.210000       0.000328      -0.145924
  5.220000      -0.001130      -0.145590
  5.230000      -0.002583      -0.144959
  5.240000      -0.004028      -0.144035
  5.250000      -0.005463      -0.142820
  5.260000      -0.006884      -0.141316
  5.270000      -0.008288      -0.139529
  5.280000      -0.009673      -0.137463
  5.290000      -0.011036      -0.135122
  5.300000      -0.012375      -0.132513
  5.310000      -0.013686      -0.129641
  5.320000      -0.014967      -0.126513
  5.330000      -0.016215      -0.123136
  5.340000      -0.017429      -0.119517
  5.350000      -0.018605      -0.115664
  5.360000      -0.019741      -0.111585
  5.370000      -0.020836      -0.107289
  5.380000      -0.021886      -0.102784
  5.390000      -0.022891      -0.098080
  5.400000      -0.023847      -0.093186
  5.410000      -0.024754      -0.088113
  5.420000      -0.025609      -0.082870
  5.430000      -0.026411      -0.077468
  5.440000      -0.027158      -0.071917
  5.450000      -0.027849      -0.066229
  5.460000      -0.028482      -0.060414
  5.470000      -0.029056      -0.054484
  5.480000      -0.029571      -0.048450
  5.490000      -0.030025      -0.042324
  5.500000      -0.030417      -0.036117
  5.510000      -0.030747      -0.029842
  5.520000      -0.031014      -0.023510
  5.530000      -0.031217      -0.017134
  5.540000      -0.031357      -0.010725
  5.550000      -0.031432      -0.004296
  5.560000      -0.031443       0.002141
  5.570000      -0.031389       0.008574
  5.580000      -0.031271       0.014987
  5.590000      -0.031089       0.021368
  5.600000      -0.030844       0.027702
  5.610000      -0.030535       0.033975
  5.620000      -0.030165       0.040173
  5.630000      -0.029732       0.046283
  5.640000      -0.029239       0.052292
  5.650000      -0.028687       0.058187
  5.660000      -0.028076       0.063954
  5.670000      -0.027408       0.069582
  5.680000      -0.026685       0.075058
  5.690000      -0.025908       0.080371
  5.700000      -0.025078       0.085509
  5.710000      -0.024198       0.090463
  5.720000      -0.023269       0.095220
  5.730000      -0.022294       0.099773
  5.740000      -0.021275       0.104110
  5.750000      -0.020213       0.108224
  5.760000      -0.019111       0.112106
  5.770000      -0.017972       0.115749
  5.780000      -0.016797       0.119145
  5.790000      -0.015589       0.122288
  5.800000      -0.014352       0.125172
  5.810000      -0.013087       0.127792
  5.820000      -0.011797       0.130142
  5.830000      -0.010485       0.132220
  5.840000      -0.009154       0.134020
  5.850000      -0.007806       0.135541
  5.860000      -0.006444       0.136780
  5.870000      -0.005071       0.137736
  5.880000      -0.003690       0.138407
  5.890000      -0.002304       0.138793
  5.900000      -0.000915       0.138894
  5.910000       0.000473       0.138711
  5.920000       0.001858       0.138245
  5.930000       0.003237       0.137498
  5.940000       0.004607       0.136472
  5.950000       0.005966       0.135171
  5.960000       0.007310       0.133598
  5.970000       0.008637       0.131756
  5.980000       0.009944       0.129651
  5.990000       0.011229       0.127288
  6.000000       0.012489       0.124672
  6.010000       0.013722       0.121808
  6.020000       0.014924       0.118704
  6.030000       0.016095       0.115365
  6.040000       0.017231       0.111801
  6.050000       0.018330       0.108016
  6.060000       0.019391       0.104021
  6.070000       0.020410       0.099823
  6.080000       0.021386       0.095431
  6.090000       0.022318       0.090854
  6.100000       0.023203       0.086100
  6.110000       0.024039       0.081180
  6.120000       0.024826       0.076104
  6.130000       0.025561       0.070881
  6.140000       0.026243       0.065522
  6.150000       0.026871       0.060038
  6.160000       0.027443       0.054438
  6.170000       0.027959       0.048734
  6.180000       0.028418       0.042937
  6.190000       0.028818       0.037058
  6.200000       0.029159       0.031108
  6.210000       0.029440       0.025100
  6.220000       0.029661       0.019043
  6.230000       0.029821       0.012950
  6.240000       0.029919       0.006832
  6.250000       0.029957       0.000702
  6.260000       0.029934      -0.005430
  6.270000       0.029849      -0.011550
  6.280000       0.029703      -0.017644
  6.290000       0.029496      -0.023700
  6.300000       0.029229      -0.029704
  6.310000       0.028902      -0.035643
  6.320000       0.028516      -0.041504
  6.330000       0.028072      -0.047274
  6.340000       0.027571      -0.052941
  6.350000       0.027014      -0.058493
  6.360000       0.026402      -0.063917
  6.370000       0.025736      -0.069203
  6.380000       0.025018      -0.074338
  6.390000       0.024250      -0.079312
  6.400000       0.023432      -0.084115
  6.410000       0.022568      -0.088736
  6.420000       0.021658      -0.093166
  6.430000       0.020705      -0.097395
  6.440000       0.019711      -0.101416
  6.450000       0.018678      -0.105220
  6.460000       0.017607      -0.108799
  6.470000       0.016503      -0.112147
  6.480000       0.015365      -0.115256
  6.490000       0.014198      -0.118122
  6.500000       0.013004      -0.120738
  6.510000       0.011784      -0.123099
  6.520000       0.010543      -0.125202
  6.530000       0.009281      -0.127044
  6.540000       0.008003      -0.128619
  6.550000       0.006710      -0.129928
  6.560000       0.005405      -0.130966
  6.570000       0.004091      -0.131734
  6.580000       0.002771      -0.132230
  6.590000       0.001448      -0.132454
  6.600000       0.000123      -0.132407
  6.610000      -0.001200      -0.132090
  6.620000      -0.002518      -0.131503
  6.630000      -0.003829      -0.130650
  6.640000      -0.005130      -0.129532
  6.650000      -0.006419      -0.128152
  6.660000      -0.007692      -0.126516
  6.670000      -0.008948      -0.124625
  6.680000      -0.010184      -0.122485
  6.690000      -0.011397      -0.120101
  6.700000      -0.012585      -0.117479
  6.710000      -0.013746      -0.114623
  6.720000      -0.014877      -0.111541
  6.730000      -0.015976      -0.108239
  6.740000      -0.017041      -0.104724
  6.750000      -0.018070      -0.101004
  6.760000      -0.019060      -0.097086
  6.770000      -0.020011      -0.092979
  6.780000      -0.020919      -0.088691
  6.790000      -0.021784      -0.084230
  6.800000      -0.022603      -0.079606
  6.810000      -0.023376      -0.074828
  6.820000      -0.024099      -0.069905
  6.830000      -0.024773      -0.064847
  6.840000      -0.025396      -0.059665
  6.850000      -0.025966      -0.054368
  6.860000      -0.026483      -0.048966
  6.870000      -0.026945      -0.043471
  6.880000      -0.027352      -0.037892
  6.890000      -0.027703      -0.032241
  6.900000      -0.027997      -0.026528
  6.910000      -0.028233      -0.020764
  6.920000      -0.028412      -0.014961
  6.930000      -0.028532      -0.009129
  6.940000      -0.028594      -0.003280
  6.950000      -0.028598       0.002576
  6.960000      -0.028543       0.008426
  6.970000      -0.028429       0.014257
  6.980000      -0.028258       0.020058
  6.990000      -0.028028       0.025814
  7.000000      -0.027742       0.031514
  7.010000      -0.027398       0.037146
  7.020000      -0.026999       0.042696
  7.030000      -0.026545       0.048154
  7.040000      -0.026036       0.053506
  7.050000      -0.025475       0.058743
  7.060000      -0.024862       0.063852
  7.070000      -0.024198       0.068823
  7.080000      -0.023486       0.073645
  7.090000      -0.022726       0.078307
  7.100000      -0.021920       0.082802
  7.110000      -0.021071       0.087117
  7.120000      -0.020179       0.091246
  7.130000      -0.019246       0.095180
  7.140000      -0.018276       0.098910
  7.150000      -0.017269       0.102429
  7.160000      -0.016228       0.105730
  7.170000      -0.015155       0.108807
  7.180000      -0.014053       0.111653
  7.190000      -0.012923       0.114263
  7.200000      -0.011768       0.116633
  7.210000      -0.010591       0.118758
  7.220000      -0.009394       0.120635
  7.230000      -0.008179       0.122259
  7.240000      -0.006949       0.123629
  7.250000      -0.005707       0.124742
  7.260000      -0.004455       0.125596
  7.270000      -0.003196       0.126192
  7.280000      -0.001932       0.126528
  7.290000      -0.000667       0.126604
  7.300000       0.000599       0.126421
  7.310000       0.001861       0.125981
  7.320000       0.003118       0.125284
  7.330000       0.004366       0.124333
  7.340000       0.005603       0.123131
  7.350000       0.006828       0.121680
  7.360000       0.008036       0.119986
  7.370000       0.009226       0.118050
  7.380000       0.010396       0.115879
  7.390000       0.011543       0.113477
  7.400000       0.012665       0.110849
  7.410000       0.013760       0.108002
  7.420000       0.014824       0.104941
  7.430000       0.015858       0.101673
  7.440000       0.016857       0.098205
  7.450000       0.017821       0.094545
  7.460000       0.018748       0.090699
  7.470000       0.019635       0.086676
  7.480000       0.020480       0.082484
  7.490000       0.021284       0.078132
  7.500000       0.022043       0.073628
  7.510000       0.022756       0.068981
  7.520000       0.023422       0.064200
  7.530000       0.024039       0.059296
  7.540000       0.024607       0.054277
  7.550000       0.025125       0.049154
  7.560000       0.025590       0.043936
  7.570000       0.026003       0.038633
  7.580000       0.026362       0.033256
  7.590000       0.026668       0.027816
  7.600000       0.026919       0.022322
  7.610000       0.027114       0.016785
  7.620000       0.027254       0.011217
  7.630000       0.027338       0.005626
  7.640000       0.027367       0.000025
  7.650000       0.027339      -0.005575
  7.660000       0.027255      -0.011164
  7.670000       0.027116      -0.016728
  7.680000       0.026921      -0.022256
  7.690000       0.026671      -0.027736
  7.700000       0.026366      -0.033155
  7.710000       0.026008      -0.038502
  7.720000       0.025597      -0.043765
  7.730000       0.025133      -0.048933
  7.740000       0.024618      -0.053996
  7.750000       0.024053      -0.058941
  7.760000       0.023440      -0.063759
  7.770000       0.022779      -0.068439
  7.780000       0.022072      -0.072972
  7.790000       0.021320      -0.077347
  7.800000       0.020525      -0.081556
  7.810000       0.019689      -0.085591
  7.820000       0.018814      -0.089442
  7.830000       0.017901      -0.093102
  7.840000       0.016953      -0.096564
  7.850000       0.015970      -0.099821
  7.860000       0.014957      -0.102865
  7.870000       0.013914      -0.105692
  7.880000       0.012844      -0.108296
  7.890000       0.011749      -0.110672
  7.900000       0.010631      -0.112815
  7.910000       0.009493      -0.114722
  7.920000       0.008337      -0.116389
  7.930000       0.007166      -0.117814
  7.940000       0.005982      -0.118994
  7.950000       0.004787      -0.119927
  7.960000       0.003584      -0.120613
  7.970000       0.002376      -0.121050
  7.980000       0.001164      -0.121239
  7.990000      -0.000048      -0.121179
  8.000000      -0.001259      -0.120871
  8.010000      -0.002465      -0.120318
  8.020000      -0.003664      -0.119520
  8.030000      -0.004854      -0.118480
  8.040000      -0.006033      -0.117200
  8.050000      -0.007198      -0.115685
  8.060000      -0.008346      -0.113937
  8.070000      -0.009476      -0.111961
  8.080000      -0.010584      -0.109762
  8.090000      -0.011670      -0.107344
  8.100000      -0.012731      -0.104712
  8.110000      -0.013764      -0.101873
  8.120000      -0.014767      -0.098833
  8.130000      -0.015740      -0.095597
  8.140000      -0.016679      -0.092174
  8.150000      -0.017583      -0.088569
  8.160000      -0.018450      -0.084791
  8.170000      -0.019278      -0.080847
  8.180000      -0.020066      -0.076745
  8.190000      -0.020812      -0.072494
  8.200000      -0.021515      -0.068102
  8.210000      -0.022174      -0.063577
  8.220000      -0.022786      -0.058930
